source,paper_idx,paper_id,raw_score,calibrated_score,target,abs_error,gt_binary,label,slope,intercept
ai,41,Yo7eG3lC3y,6.0,4.330807976069314,4.5,0.16919202393068566,Reject,0,0.04125907290930771,4.083253538613468
ai,42,pn2H6YeOv2,7.5,4.3898673231965315,5.5,1.1101326768034685,Accept,1,0.04105498170330338,4.081954960421756
ai,43,f4B4ohWO53,3.5,4.230591337089011,3.33,0.9005913370890113,Reject,0,0.04113007711932043,4.08663606717139
ai,44,c2ozZYoZFd,6.5,4.356354946877877,2.67,1.6863549468778771,Reject,0,0.04144894778429478,4.086936786279961
ai,45,SsUjdSVdUl,6.5,4.350152392470268,5.0,0.6498476075297317,Accept,1,0.04120061050337374,4.082348424198339
ai,46,lWdxX5s9T1,6.5,4.351483412729413,4.5,0.1485165872705867,Accept,1,0.04125390176537412,4.083333051254481
ai,47,JhziZbaefH,4.5,4.273911848894925,2.5,1.773911848894925,Reject,0,0.04114921355952821,4.088740387877048
ai,48,RpDJz00zNh,6.0,4.330807976069316,4.5,0.1691920239306839,Reject,0,0.04125907290930762,4.08325353861347
ai,49,NcvmuiLuZn,5.0,4.294517021786327,2.5,1.7945170217863273,Reject,0,0.041225971958467035,4.088387161993992
ai,50,Hf7jMztvve,4.5,4.268302684578467,4.67,0.40169731542153286,Reject,0,0.04129697033685976,4.082466318062598
ai,51,RlMCc0JTu4,2.0,4.18063832800288,0.0,4.18063832800288,Reject,0,0.040075349712309936,4.10048762857826
ai,52,WxTlAbRUE6,5.5,4.315199544189612,2.5,1.8151995441896123,Reject,0,0.04130452670370831,4.088024647319217
ai,53,7L7kmHHfgf,6.0,4.3282309016704605,5.5,1.1717690983295395,Accept,1,0.04119616532807004,4.081053909702041
ai,54,5asbtzIVpS,6.5,4.348821372211125,5.5,1.151178627788875,Accept,1,0.041147319241373465,4.081363797142197
ai,55,kpLRYtPGt3,8.0,4.405558228681993,7.0,2.5944417713180066,Accept,1,0.04065490863716664,4.080318959584661
ai,56,oiz0QHejVj,6.0,4.330807976069316,4.5,0.1691920239306839,Reject,0,0.04125907290930762,4.08325353861347
ai,57,VjGU55hEwV,6.0,4.335962124867025,2.5,1.8359621248670246,Reject,0,0.04138488807178269,4.087652796436329
ai,58,6P5sAycAQr,5.0,4.293247775102087,3.0,1.2932477751020874,Reject,0,0.041238183608806066,4.087056857058057
ai,59,zqA7Q9Q21L,5.5,4.307338267792084,5.6,1.2926617322079155,Accept,1,0.04124487997563824,4.0804914279260736
ai,60,2cq8FyBfDk,5.0,4.292740076428392,3.2,1.0927400764283917,Reject,0,0.041243068268941224,4.086524735083685
ai,61,55GsILa8c9,6.5,4.34749035195198,6.0,1.65250964804802,Reject,0,0.041094027979373296,4.080379170086053
ai,62,X2yzXtH4wp,6.0,4.328669004318266,5.33,1.0013309956817338,Accept,1,0.041206859616880344,4.081427846616984
ai,63,i9q9xDMjG7,5.5,4.305055961741187,6.5,2.1949440382588126,Accept,1,0.04122756318361784,4.07830436423129
ai,64,2PJkG6aV4A,6.0,4.32694236447103,6.0,1.67305763552897,Reject,0,0.04116471153745175,4.07995409524632
ai,65,ocmGsqQWG2,5.0,4.295786268470568,2.0,2.295786268470568,Reject,0,0.04121376030812789,4.089717466929929
ai,66,xVB9AivJa5,4.5,4.276936144862786,1.33,2.9469361448627858,Reject,0,0.041069547462994835,4.092123181279309
ai,67,JjJzbMDGsx,5.5,4.303788013935135,7.0,2.6962119860648652,Accept,1,0.04121794274360637,4.077089328845299
ai,68,eETr3lrOQB,5.0,4.289440035049367,4.5,0.21055996495063312,Accept,1,0.04127481855982253,4.083065942250254
ai,69,lJqssVKeR7,5.5,4.307338267792082,5.6,1.2926617322079172,Accept,1,0.04124487997563827,4.080491427926072
ai,70,wVGfJxM2Nz,5.5,4.316467491995665,2.0,2.316467491995665,Reject,0,0.04131414714371999,4.089239682705205
ai,71,b8TlYh6PN6,7.0,4.362388913911147,8.0,3.637611086088853,Accept,1,0.04072458127692353,4.077316844972683
ai,72,20DsUSauCj,6.0,4.333823153115975,3.33,1.0038231531159747,Reject,0,0.041332674779355615,4.085827104439841
ai,73,ulXBsAYSwU,4.5,4.276936144862785,1.33,2.946936144862785,Reject,0,0.04106954746299483,4.092123181279308
ai,74,8J3GTeQmwl,6.0,4.328230901670461,5.5,1.1717690983295386,Accept,1,0.04119616532807009,4.081053909702041
ai,75,qPbDM5L8tE,5.0,4.294517021786327,2.5,1.7945170217863273,Reject,0,0.04122597195846697,4.088387161993992
ai,76,nxmBUymHIQ,5.0,4.289440035049367,4.5,0.21055996495063312,Reject,0,0.04127481855982253,4.083065942250254
ai,77,uP6RDWHcs7,6.0,4.338977301913688,1.33,3.0089773019136876,Reject,0,0.041458489941829824,4.090226362262709
ai,78,m18MXVdrV9,7.0,4.369365954504151,5.5,1.1306340454958486,Accept,1,0.04110025985928816,4.0816641354891345
ai,79,U6ROetm5nW,6.0,4.330807976069315,4.5,0.16919202393068478,Reject,0,0.041259072909307505,4.08325353861347
ai,80,QSPKIO3XV8,5.5,4.3139315963835605,3.0,1.3139315963835605,Reject,0,0.04129490626369717,4.0868096119332264
ai,81,OUQ8kLRK3m,4.5,4.2700345463720275,4.0,0.2700345463720275,Reject,0,0.0412513495807251,4.084403473258765
ai,82,WwDNiisZQm,6.5,4.352814432988554,4.0,0.35281443298855386,Accept,1,0.04130719302737405,4.084317678310622
ai,83,6vX0LH9Yt7,5.0,4.293247775102086,3.0,1.2932477751020857,Reject,0,0.04123818360880613,4.087056857058055
ai,84,XIAta0WOJ6,6.5,4.347490351951981,6.0,1.652509648048019,Accept,1,0.04109402797937349,4.080379170086053
ai,85,mHRuCmc9lo,6.5,4.34394983806266,7.33,2.9860501619373396,Accept,1,0.04095227322245298,4.077760062116716
ai,86,kMfVTka2WB,3.0,4.214027050477381,2.0,2.214027050477381,Reject,0,0.04083003606915967,4.091536942269902
ai,87,SkmkGKEZ1U,3.5,4.238540835568999,0.5,3.7385408355689993,Reject,0,0.040690131181620424,4.096125376433328
ai,88,yPfBP3EFGG,5.5,4.312663648577504,3.5,0.8126636485775043,Reject,0,0.04128528582368552,4.085594576547234
ai,89,TjAhTNzRub,6.0,4.330807976069315,4.5,0.16919202393068478,Reject,0,0.041259072909307505,4.08325353861347
ai,90,s7gSTR2AqA,6.5,4.34749035195198,6.0,1.65250964804802,Accept,1,0.041094027979373345,4.080379170086053
ai,91,PFhrOUJZ5o,7.0,4.370761362622751,5.0,0.6292386373772487,Reject,0,0.04117539557576066,4.0825335935924265
ai,92,Iq1fNZus2W,6.0,4.3346735876676,3.0,1.3346735876676004,Reject,0,0.041353434281163434,4.08655298198062
ai,93,yBpzF8hp3J,6.0,4.325653827271604,6.5,2.174346172728396,Accept,1,0.04113325774683247,4.078854280790609
ai,94,mkl9iIXIr2,6.0,4.328669004318265,5.33,1.0013309956817347,Accept,1,0.04120685961688039,4.081427846616983
ai,95,a4S1nQay3b,6.5,4.3448283114336945,7.0,2.6551716885663055,Accept,1,0.04098744545537298,4.07840991597377
ai,96,xFo13SaHQm,6.0,4.325653827271605,6.5,2.174346172728395,Accept,1,0.04113325774683256,4.078854280790609
ai,97,P1qlqfRtgo,3.5,4.234327320473603,2.0,2.2343273204736027,Reject,0,0.0409233180743938,4.091095707213224
ai,98,6i1jVAYbHs,5.0,4.285632294996643,6.0,1.7143677050033572,Accept,1,0.04131145351083959,4.079075027442445
ai,99,D5PJX02Jki,6.0,4.32694236447103,6.0,1.67305763552897,Accept,1,0.0411647115374517,4.07995409524632
ai,100,173Pq3F31r,6.5,4.348821372211123,5.5,1.1511786277888767,Accept,1,0.041147319241373534,4.081363797142195
ai,101,lbLAgGF8OO,6.0,4.323076752872746,7.5,3.176923247127254,Accept,1,0.04107035016559575,4.0766546518791715
ai,102,3YKeB9R1g9,6.5,4.342166270915407,8.0,3.657833729084593,Accept,1,0.04088086293137265,4.076440661861485
ai,103,dIOYpj9K8P,7.0,4.366100699506624,6.67,2.3038993004933763,Accept,1,0.04092444228274126,4.079629603527435
ai,104,Pa6ak2B9jJ,6.0,4.328669004318265,5.33,1.0013309956817347,Accept,1,0.04120685961688049,4.081427846616982
ai,105,FlcMckO6x5,6.0,4.326942364471031,6.0,1.673057635528969,Accept,1,0.04116471153745172,4.079954095246321
ai,106,qSak1Hjfdq,5.5,4.308859805159348,5.0,0.6911401948406519,Accept,1,0.04125642450365122,4.081949470389266
ai,107,khHNHzRjMy,4.5,4.2726194147206265,3.0,1.2726194147206265,Reject,0,0.04118325889992722,4.087294749670954
ai,108,r5Ii1GTEWj,3.0,4.214027050477381,2.0,2.214027050477381,Reject,0,0.04083003606915972,4.091536942269902
ai,109,VK5G3Ff4Ty,4.0,4.253381336755709,2.5,1.7533813367557087,Reject,0,0.041074241700040336,4.089084369955548
ai,110,9h2c2rMSY1,5.5,4.313094750831565,3.33,0.9830947508315653,Reject,0,0.04128855677328954,4.086007688578473
ai,111,uXecy0nKiJ,6.0,4.330807976069316,4.5,0.1691920239306839,Reject,0,0.04125907290930753,4.083253538613471
ai,112,zHdKaF3ZM7,5.5,4.303280834812714,7.2,2.896719165187286,Accept,1,0.041214094567601604,4.076603314690905
ai,113,ZZFNyU3ZSo,5.5,4.309696650711344,4.67,0.3603033492886558,Reject,0,0.041262773994058984,4.08275139374402
ai,114,BGEdvJ35PV,6.0,4.333823153115975,3.33,1.0038231531159747,Reject,0,0.041332674779355615,4.085827104439841
ai,115,lSM6MtjQcM,5.5,4.307591857353295,5.5,1.1924081426467046,Accept,1,0.04124680406364013,4.080734435003275
ai,116,USyGD0eUod,5.5,4.306323909547243,6.0,1.6936760904527572,Accept,1,0.04123718362362865,4.079519399617285
ai,117,ao7VBbvWIK,3.5,4.237136330537196,1.0,3.2371363305371963,Reject,0,0.04076786014587879,4.094448820026621
ai,118,e26MPyczN9,6.0,4.332096513268742,4.0,0.3320965132687421,Reject,0,0.041290526699926625,4.084353353069182
ai,119,XHzrBDzKaX,6.0,4.3295194388698865,5.0,0.6704805611301135,Reject,0,0.04122761911868931,4.082153724157751
ai,120,4fm4Rc5fUK,6.0,4.33036987342151,4.67,0.33963012657848957,Reject,0,0.041248378620497204,4.082879601698528
ai,121,2za3iNkwXn,5.5,4.310381342526609,4.4,0.08961865747339104,Accept,1,0.04126796903166512,4.083407512852451
ai,122,3V559xWIWc,6.5,4.3514834127294115,4.5,0.14851658727058847,Reject,0,0.04125390176537396,4.083333051254481
ai,123,HA8vzzT6Ax,7.0,4.3661006995066245,6.67,2.3038993004933754,Accept,1,0.04092444228274111,4.079629603527437
ai,124,1EdAn5gMVv,6.0,4.329519438869886,5.0,0.6704805611301143,Reject,0,0.04122761911868918,4.082153724157751
ai,125,36CzrZYEch,6.5,4.352814432988556,4.0,0.35281443298855564,Reject,0,0.041307193027374255,4.084317678310623
ai,126,TX4k7BF6aO,6.0,4.328669004318265,5.33,1.0013309956817347,Accept,1,0.04120685961688039,4.081427846616983
ai,127,wkVsKDnl4s,5.5,4.31900338760777,1.0,3.3190033876077703,Reject,0,0.04133338802374266,4.091669753477186
ai,128,WgMZPsdJmC,3.0,4.218507303805666,0.5,3.7185073038056657,Reject,0,0.04053128218971017,4.0969134572365355
ai,129,c7OsKOOZo8,5.5,4.310127752965401,4.5,0.18987224703459926,Reject,0,0.04126604494366264,4.083164505775256
ai,130,ZBhZT307xx,5.5,4.31393159638356,3.0,1.3139315963835596,Reject,0,0.041294906263696925,4.0868096119332264
ai,131,4S5x8yhJ5H,5.0,4.30086325520753,0.0,4.30086325520753,Reject,0,0.04116491370677237,4.095038686673669
ai,132,zftquoHTgS,7.0,4.37355217885995,4.0,0.37355217885995007,Reject,0,0.041325667008706254,4.084272509799006
ai,133,rzGEfYr2ZC,5.5,4.3215392832198765,0.0,4.3215392832198765,Reject,0,0.041352628903765405,4.094099824249167
ai,134,DB2KJKFX0d,6.0,4.333385050468171,3.5,0.8333850504681708,Reject,0,0.04132198049054519,4.0854531675249
ai,135,5qd7V5TNGV,5.0,4.288170788365123,5.0,0.7118292116348766,Reject,0,0.041287030210161696,4.081735637314315
ai,136,HHYd4Pz5Lp,6.0,4.338977301913689,1.33,3.0089773019136885,Reject,0,0.04145848994182996,4.090226362262709
ai,137,ZF0xRAdsuY,6.5,4.343497291174551,7.5,3.1565027088254487,Accept,1,0.04093415419337268,4.077425288917629
ai,138,y7VeiCT7HG,5.0,4.293247775102087,3.0,1.2932477751020874,Reject,0,0.041238183608806066,4.087056857058057
ai,139,ey7CXUBn1g,5.0,4.293247775102087,3.0,1.2932477751020874,Reject,0,0.041238183608806066,4.087056857058057
ai,140,4Nsx2kZkex,3.0,4.217013886029571,1.0,3.217013886029571,Reject,0,0.04063086681619338,4.095121285580991
ai,141,mGeeRFToaW,5.0,4.287663089691427,5.2,0.9123369103085732,Accept,1,0.041291914870297326,4.08120351533994
ai,142,v05SW2X3IC,6.0,4.328669004318265,5.33,1.0013309956817347,Accept,1,0.04120685961688039,4.081427846616983
ai,143,4nOZBufbLC,6.5,4.348555168159295,5.6,1.251444831840705,Accept,1,0.0411366609889741,4.081166871730963
ai,144,jZcWBV3Pis,5.5,4.31393159638356,3.0,1.3139315963835596,Reject,0,0.041294906263696925,4.0868096119332264
ai,145,GiItKTlJIB,5.5,4.31393159638356,3.0,1.3139315963835596,Reject,0,0.041294906263696925,4.0868096119332264
ai,146,Xn33bU71m4,4.5,4.276936144862785,1.33,2.946936144862785,Reject,0,0.04106954746299483,4.092123181279308
ai,147,0TmVqOpBbK,6.0,4.325653827271604,6.5,2.174346172728396,Accept,1,0.04113325774683266,4.078854280790608
ai,148,VbTLgEUocp,5.5,4.303788013935132,7.0,2.696211986064868,Accept,1,0.04121794274360614,4.0770893288452985
ai,149,NIvqiJ8R4J,4.0,4.246693754996467,5.0,0.7533062450035333,Reject,0,0.04135365915421089,4.081279118379623
ai,150,FF9QVQduAu,6.0,4.329519438869886,5.0,0.6704805611301143,Accept,1,0.04122761911868918,4.082153724157751
ai,151,cVX3VqO8BO,6.0,4.3282309016704605,5.5,1.1717690983295395,Accept,1,0.04119616532807016,4.08105390970204
ai,152,nzkObUsajY,6.5,4.352814432988556,4.0,0.35281443298855564,Reject,0,0.041307193027374255,4.084317678310623
ai,153,YADyx3ieUX,4.5,4.2777891514178235,1.0,3.2777891514178235,Reject,0,0.04104707753833121,4.093077302495333
ai,154,zNH3Sf404X,4.0,4.256511125019033,1.33,2.926511125019033,Reject,0,0.04094347433148881,4.092737227693078
ai,155,cSpjHOf04S,6.0,4.329519438869886,5.0,0.6704805611301143,Accept,1,0.04122761911868918,4.082153724157751
ai,156,XKLPlnfZzM,5.0,4.291978528417843,3.5,0.7919785284178431,Reject,0,0.04125039525914519,4.085726552122117
ai,157,3icvqeC1sA,6.0,4.330807976069315,4.5,0.16919202393068478,Reject,0,0.041259072909307505,4.08325353861347
ai,158,23Ea4fVGiI,5.0,4.299162464650648,0.67,3.6291624646506477,Reject,0,0.04118127731822654,4.093256078059515
ai,159,jJedqisfOt,5.0,4.2881707883651226,5.0,0.7118292116348774,Accept,1,0.041287030210161765,4.081735637314313
ai,160,vGkXf8nvt9,5.5,4.309696650711342,4.67,0.3603033492886576,Reject,0,0.041262773994059046,4.082751393744018
ai,161,v4bQPw4aTW,5.5,4.310127752965401,4.5,0.18987224703459926,Reject,0,0.041266044943662754,4.0831645057752555
ai,162,liDUSnwUVP,5.0,4.300863255207529,0.0,4.300863255207529,Reject,0,0.04116491370677221,4.095038686673669
ai,163,txiGUfI4yF,5.5,4.302951168383139,7.33,3.0270488316168613,Accept,1,0.04121159325319853,4.076287405490547
ai,164,wSbVv6xaRr,3.5,4.228709300346402,4.0,0.22870930034640224,Reject,0,0.04123423393142562,4.084389481586412
ai,165,GiaF5cFIpI,5.5,4.312663648577504,3.5,0.8126636485775043,Reject,0,0.04128528582368552,4.085594576547234
ai,166,IFCUMN8Fp1,6.0,4.330807976069316,4.5,0.1691920239306839,Reject,0,0.041259072909307415,4.083253538613471
ai,167,IvG90aRAL0,4.5,4.2700345463720275,4.0,0.2700345463720275,Reject,0,0.0412513495807251,4.084403473258765
ai,168,opU91paIvZ,5.0,4.2924100722904885,3.33,0.9624100722904885,Reject,0,0.04124624329802941,4.086178855800341
ai,169,N8ntZEb4Ap,5.5,4.31563064644367,2.33,1.9856306464436697,Reject,0,0.04130779765331199,4.0884377593504535
ai,170,r5jxDjYeO4,6.0,4.330807976069316,4.5,0.1691920239306839,Reject,0,0.04125907290930753,4.083253538613471
ai,171,OJupg4mDjS,6.0,4.324365290072177,7.0,2.675634709927823,Accept,1,0.041101803956214,4.077754466334893
ai,172,dwgtYTuSaS,5.0,4.293247775102084,3.0,1.2932477751020839,Reject,0,0.04123818360880598,4.087056857058054
ai,173,5SQo2E9Ujj,3.5,4.239945340600798,0.0,4.239945340600798,Reject,0,0.04061240221736297,4.097801932840027
ai,174,c339hUw3cy,5.5,4.311395700771453,4.0,0.3113957007714534,Reject,0,0.04127566538367428,4.084379541161245
ai,175,5H8kxW0Efk,6.0,4.332096513268742,4.0,0.3320965132687421,Reject,0,0.041290526699926625,4.084353353069182
ai,176,SzXDuBN8M1,7.0,4.363784322029747,7.5,3.1362156779702532,Accept,1,0.040799716993396705,4.07818630307597
ai,177,b6miYNcjag,5.5,4.309696650711342,4.67,0.3603033492886576,Reject,0,0.041262773994059,4.082751393744018
ai,178,bhPaXhWVKG,6.0,4.328669004318265,5.33,1.0013309956817347,Reject,0,0.041206859616880226,4.081427846616984
ai,179,OuMNJoKJBQ,6.0,4.330807976069315,4.5,0.16919202393068478,Accept,1,0.04125907290930738,4.083253538613471
ai,180,TBsTStMK41,6.0,4.332096513268741,4.0,0.33209651326874123,Reject,0,0.04129052669992637,4.084353353069183
ai,181,iaoAKDRAJQ,6.0,4.326942364471031,6.0,1.673057635528969,Accept,1,0.041164711537451514,4.079954095246322
ai,182,UESTP6dR1K,5.0,4.284363048312404,6.5,2.2156369516875962,Accept,1,0.04132366516117836,4.077744722506512
ai,183,BzqkbJTsbq,5.0,4.291978528417845,3.5,0.7919785284178449,Reject,0,0.04125039525914521,4.085726552122119
ai,184,j3htU5i01r,5.5,4.311395700771453,4.0,0.3113957007714534,Reject,0,0.04127566538367428,4.084379541161245
ai,185,R8y089OGoo,7.0,4.370761362622748,5.0,0.6292386373772523,Accept,1,0.04117539557576023,4.0825335935924265
ai,186,heVn5cNfje,6.0,4.333385050468171,3.5,0.8333850504681708,Reject,0,0.041321980490545245,4.085453167524899
ai,187,Q5SSA6IonA,5.5,4.308859805159348,5.0,0.6911401948406519,Reject,0,0.041256424503651155,4.081949470389267
ai,188,05hNleYOcG,5.5,4.315199544189612,2.5,1.8151995441896123,Accept,1,0.04130452670370801,4.0880246473192186
ai,189,yBFXOZPESZ,6.0,4.332096513268741,4.0,0.33209651326874123,Reject,0,0.041290526699926576,4.084353353069182
ai,190,1FCZ4f8dAY,6.5,4.3448283114336945,7.0,2.6551716885663055,Accept,1,0.04098744545537298,4.07840991597377
ai,191,QnuJR7qA3z,5.5,4.310127752965401,4.5,0.18987224703459926,Reject,0,0.041266044943662754,4.0831645057752555
ai,192,Iq1fNZus2W,5.5,4.31393159638356,3.0,1.3139315963835596,Reject,0,0.041294906263696876,4.0868096119332264
ai,193,70n4clRSTj,5.5,4.312663648577504,3.5,0.8126636485775043,Reject,0,0.04128528582368552,4.085594576547234
ai,194,6RQsAQEUib,4.0,4.249368787700166,4.0,0.24936878770016602,Reject,0,0.04124189217254219,4.084401219009997
ai,195,blFpxJ3A08,4.5,4.2777891514178235,1.0,3.2777891514178235,Reject,0,0.04104707753833122,4.093077302495333
ai,196,CQ0U1wZYoy,7.0,4.373552178859949,4.0,0.3735521788599492,Accept,1,0.041325667008706164,4.084272509799006
ai,197,9X2NfyZpR2,6.0,4.3346735876675995,3.0,1.3346735876675995,Reject,0,0.04135343428116334,4.08655298198062
ai,198,jLO4pSi5Pt,6.0,4.329519438869886,5.0,0.6704805611301143,Accept,1,0.04122761911868918,4.082153724157751
ai,199,4Mvdn1m861,5.0,4.291978528417844,3.5,0.791978528417844,Reject,0,0.041250395259145256,4.085726552122118
ai,200,iDki7djO2K,5.0,4.290709281733606,4.0,0.2907092817336059,Reject,0,0.04126260690948371,4.084396247186187
ai,201,ngfIm9aPsH,5.5,4.307591857353295,5.5,1.1924081426467046,Accept,1,0.041246804063639765,4.080734435003277
ai,202,5DpzzTPnJZ,6.0,4.329519438869885,5.0,0.6704805611301152,Accept,1,0.04122761911868901,4.082153724157751
ai,203,RDAhLHEHDm,4.0,4.24268120594092,6.5,2.2573187940590804,Accept,1,0.04152130962671322,4.076595967434066
ai,204,Y9TgNFsNyP,5.5,4.3075918573532945,5.5,1.1924081426467055,Reject,0,0.041246804063639876,4.080734435003275
ai,205,FMjeC9Msws,6.5,4.343497291174551,7.5,3.1565027088254487,Accept,1,0.040934154193372804,4.077425288917628
ai,206,Q6TymStAvS,6.0,4.33338505046817,3.5,0.8333850504681699,Reject,0,0.04132198049054534,4.085453167524898
ai,207,Xpj0yeMhpz,6.0,4.324365290072176,7.0,2.6756347099278237,Accept,1,0.04110180395621405,4.077754466334892
ai,208,VmEkhV2yCX,6.0,4.329519438869886,5.0,0.6704805611301143,Accept,1,0.04122761911868918,4.082153724157751
ai,209,bwtiK0yjuK,6.5,4.3492739190992316,5.33,0.9807260809007685,Accept,1,0.041165438270454234,4.081698570341279
ai,210,mDuTDAK6KU,5.0,4.290709281733606,4.0,0.2907092817336059,Reject,0,0.04126260690948371,4.084396247186187
ai,211,bm3rbtEMFj,6.0,4.329519438869885,5.0,0.6704805611301152,Accept,1,0.0412276191186891,4.082153724157751
ai,212,7gLNA6nT5d,5.0,4.292740076428392,3.2,1.0927400764283917,Reject,0,0.04124306826894108,4.086524735083686
ai,213,KsmTaPygR9,6.0,4.3282309016704605,5.5,1.1717690983295395,Accept,1,0.04119616532807004,4.081053909702041
ai,214,RtS4UqSmNt,6.5,4.346159331692839,6.5,2.1538406683071614,Accept,1,0.041040736717373336,4.079394543029912
ai,215,ZKkeA1G935,5.5,4.311395700771454,4.0,0.3113957007714543,Reject,0,0.04127566538367419,4.084379541161246
ai,216,FEqZmGl36g,5.5,4.309366984281768,4.8,0.4906330157182319,Reject,0,0.041260272679656124,4.082435484543659
ai,217,O75R5yyw4R,6.0,4.33036987342151,4.67,0.33963012657848957,Reject,0,0.041248378620497114,4.082879601698528
